name,cancer type,pubmed id
MEG3,glioma,31545491
MEG3,hepatocellular carcinoma,31531526
MEG3,melanoma,31938020
MEG3,clinical nonfunctioning pituitary adenoma,31899875
MEG3,ovarian cancer,31161607
MEG3,choriocarcinoma,31124134
MEG3,cholangiocarcinoma,31119760
MEG3,hepatocellular carcinoma,31089680
MEG3,renal cell carcinoma,31071531
MEG3,hepatocellular carcinoma,31003765
MEG3,lung cancer,31585300
MEG3,hepatocellular carcinoma,31144362
MEG3,oesophageal squamous cell carcinoma,30990378
MEG3,cervical cancer,30174437
MEG3,multiple myeloma,30134227
MEG3,colorectal cancer,30119236
MEG3,chronic myeloid leukemia,30072211
MEG3,thyroid cancer,30021359
MEG3,hepatocellular carcinoma,30037433
MEG3,bladder urothelial cancer,30461333
MEG3,gastric cancer,30447342
MEG3,breast cancer,30389444
MEG3,breast cancer,30386180
MEG3,ovarian cancer,30310931
MEG3,glioma,30284203
MEG3,gallbladder cancer,30282996
MEG3,non small cell lung cancer,30280775
MEG3,colorectal cancer,31413531
MEG3,prostate cancer,30565858
MEG3,oral squamous cell carcinoma,30556872
MEG3,colorectal cancer,30556866
MEG3,T-cell lymphoblastic lymphoma,30556337
MEG3,breast cancer,30556250
MEG3,hepatocellular carcinoma,31396320
MEG3,glioma,31378455
MEG3,Breast Cancer,31326549
MEG3,cervical cancer,31320837
MEG3,hepatocellular carcinoma,31251997
MEG3,gastric adenocarcinoma,31650535
MEG3,ovarian cancer,31638182
MEG3,colorectal cancer,31632544
MEG3,acute myeloid leukemia,28407691
MEG3,Intraductal Papillary Mucinous Neoplasms of the Pancreas,28874676
MEG3,colorectal cancer,26934323
MEG3,multiple myeloma,25753650
MEG3,acute myeloid leukemia,19595458
MEG3,multiple myeloma,18650181
MEG3,chronic myeloid leukemia,14602737
MEG3,cervical cancer,28787698
MEG3,ovarian cancer,28175963
MEG3,glioblastoma multiforme,28187000
MEG3,nasopharyngeal cancer,27597634
MEG3,glioblastoma,27306825
MEG3,vulvar squamous cell carcinoma,27633334
MEG3,papillary thyroid cancer,25997963
MEG3,embryonal rhabdomyosarcoma,24173021
MEG3,meningioma,20179190
MEG3,liver cancer,29449541
MEG3,chronic myeloid leukemia,28190319
MEG3,gastric cardia adenocarcinoma,28345805
MEG3,T-cell lymphoblastic lymphoma,28534937
MEG3,testicular germ cell tumor,27158395
MEG3,tongue squamous cell carcinoma,24343426
MEG3,retinoblastoma,29287592
MEG3,esophageal cancer,28405686
MEG3,non small cell lung cancer,29123412
MEG3,esophageal squamous cell carcinoma,27778235
MEG3,gallbladder cancer,26812694
MEG3,clear cell renal cell carcinoma,26223924
MEG3,lung adenocarcinoma,25992654
MEG3,oral squamous cell carcinoma,23292713
MEG3,wilms tumor,21174059
MEG3,colon cancer,17569660
MEG3,phaeochromocytoma,15798773
MEG3,phaeochromocytoma,15798773
MEG3,wilms tumor,15798773
MEG3,colon cancer,14602737
MEG3,pancreatic neuroendocrine tumor,29132136
MEG3,osteosarcoma,28669734
MEG3,pancreatic cancer,29328401
MEG3,pancreatic neuroendocrine tumor,28847847
MEG3,pancreatic cancer,26850851
MEG3,neuroblastoma,27824082
MEG3,osteosarcoma,26823857
MEG3,bladder cancer,27793008
MEG3,pituitary adenoma,24469926
MEG3,pituitary adenoma,21850407
MEG3,osteosarcoma,17569660
MEG3,neuroblastoma,15798773
MEG3,bladder cancer,14602737
MEG3,pituitary adenoma,14602737
MEG3,prostate cancer,14602737
MEG3,esophageal cancer,28539329
MEG3,acute myeloid leukemia,29029424
MEG3,endometrial cancer,29094270
MEG3,epithelial ovarian cancer,28423647
MEG3,endometrial cancer,27470401
MEG3,epithelial ovarian cancer,24859196
MEG3,non small cell lung cancer,24098911
MEG3,oral squamous cell carcinoma,28953964
MEG3,breast cancer,28635399
MEG3,colorectal cancer,28731151
MEG3,breast cancer,27166155
MEG3,breast cancer,28051255
MEG3,colorectal cancer,27391432
MEG3,colorectal cancer,25636452
MEG3,lung cancer,27852821
MEG3,pancreatic cancer,28320094
MEG3,lung cancer,27832204
MEG3,lung cancer,26059239
MEG3,pancreatic neuroendocrine tumor,25565142
MEG3,prostate cancer,26610246
MEG3,bladder cancer,23295831
MEG3,prostate cancer,23728290
MEG3,neuroblastoma,15798773
MEG3,lung cancer,14602737
MEG3,gastric cancer,29749532
MEG3,non-functioning pituitary adenoma,21871428
MEG3,cervical cancer,27184657
MEG3,non-functioning pituitary adenoma,24469926
MEG3,non-functioning pituitary adenoma,25126861
MEG3,cervical cancer,22487937
MEG3,non-functioning pituitary adenoma,20211686
MEG3,non-functioning pituitary adenoma,18628527
MEG3,non-functioning pituitary adenoma,15644399
MEG3,cervical cancer,14602737
MEG3,acute myeloid leukemia,28400619
MEG3,hepatocellular carcinoma,28374914
MEG3,hepatocellular carcinoma,26321746
MEG3,hepatocellular carcinoma,21625215
MEG3,glioma,25645334
MEG3,glioma,29138748
MEG3,glioma,28677749
MEG3,hepatocellular carcinoma,27432655
MEG3,hepatocellular carcinoma,26647875
MEG3,hepatocellular carcinoma,26992211
MEG3,glioma,26676363
MEG3,glioma,22234798
MEG3,glioma,14602737
MEG3,breast cancer,28463794
MEG3,colorectal cancer,29628342
MEG3,breast cancer,14602737
MEG3,lung cancer,29509250
MEG3,lung cancer,27453422
MEG3,gastric cancer,29710493
MEG3,cervical cancer,26574780
MEG3,gastric cancer,26233544
MEG3,gastric cancer,26253106
MEG3,gastric cancer,24515776
MEG3,gastric cancer,28975980
MEG3,cervical cancer,28057015
MEG3,non-functioning pituitary adenoma,26284494
MEG3,gastric cancer,24006224
MEG3,cervical cancer,23790166
MEG3,glioma,28276316
MEG3,glioma,28791407
MEG3,glioma,29027534
MEG3,hepatocellular carcinoma,25641194
MEG3,hepatocellular carcinoma,26444285
MEG3,hepatocellular carcinoma,23145177
MEG3,chronic myeloid leukemia,29772439
MEG3,melanoma,29781534
MEG3,gastric cancer,29805620
MEG3,melanoma,29808164
MEG3,clear cell renal cell carcinoma,29968912
MEG3,bladder cancer,29940769
MEG3,gastric cancer,31524253
MEG4,gastric cancer,31584879
MEG8,bladder cancer,31892978
MEG8,pancreatic cancer,30262664
MEG8,lung cancer,30262664
MEG9,hepatocellular carcinoma,26378581
Metalnc9,non small cell lung cancer,28923857
METTL14,colorectal cancer,32111213
MFI2,cervical cancer,31210294
MFI2,osteosarcoma,27513470
MFI2-AS1,hepatocellular carcinoma,32106369
MFI2-AS1,colorectal cancer,31094023
MFI2-AS1,glioma,31298339
MFI2-AS1,clear cell renal cell carcinoma,28819235
MGC27382,lung adenocarcinoma,27826625
MHENCR,melanoma,28123636
MHRT,gastric cancer,31273599
MIA-RAB4B,colorectal cancer,28306719
MIAT,cholangiocarcinoma,32064660
MIAT,non small cell lung cancer,29795987
MIAT,breast cancer,29792859
MIAT,pancreatic cancer,29772434
MIAT,non small cell lung cancer,32345777
MIAT,melanoma,32300960
MIAT,gastric cancer,32274858
MIAT,esophageal cancer,32266022
MIAT,cervical cancer,32239132
MIAT,ovarian cancer,32186927
MIAT,glioblastoma,30836187
MIAT,neuroblastoma,30836187
MIAT,esophageal squamous cell carcinoma,31943174
MIAT,non small cell lung cancer,31897168
MIAT,wilms tumor,31841180
